# n ra dec fovra fovdec 
663 261.99698 -5.0 3.0 3.0  
664 265.00844 -5.0 3.0 3.0  
665 268.0199 -5.0 3.0 3.0  
666 271.03136 -5.0 3.0 3.0  
667 274.04282 -5.0 3.0 3.0  
668 277.05428 -5.0 3.0 3.0  
669 280.06573 -5.0 3.0 3.0  
670 283.07719 -5.0 3.0 3.0  
671 286.08865 -5.0 3.0 3.0  
672 289.10011 -5.0 3.0 3.0  
673 292.11157 -5.0 3.0 3.0  
674 295.12303 -5.0 3.0 3.0  
675 298.13449 -5.0 3.0 3.0  
676 301.14595 -5.0 3.0 3.0  
677 304.15741 -5.0 3.0 3.0  
678 307.16887 -5.0 3.0 3.0  
679 310.18033 -5.0 3.0 3.0  
680 313.19179 -5.0 3.0 3.0  
681 316.20325 -5.0 3.0 3.0  
682 319.21471 -5.0 3.0 3.0  
683 322.22617 -5.0 3.0 3.0  
684 325.23763 -5.0 3.0 3.0  
685 328.24909 -5.0 3.0 3.0  
686 331.26055 -5.0 3.0 3.0  
687 334.27201 -5.0 3.0 3.0  
688 337.28347 -5.0 3.0 3.0  
689 340.29492 -5.0 3.0 3.0  
690 343.30638 -5.0 3.0 3.0  
691 346.31784 -5.0 3.0 3.0  
692 349.3293 -5.0 3.0 3.0  
693 352.34076 -5.0 3.0 3.0  
694 355.35222 -5.0 3.0 3.0  
695 358.36368 -5.0 3.0 3.0  
696 3.00183 -2.0 3.0 3.0  
697 6.00366 -2.0 3.0 3.0  
698 9.00549 -2.0 3.0 3.0  
699 12.00731 -2.0 3.0 3.0  
700 15.00914 -2.0 3.0 3.0  
701 18.01097 -2.0 3.0 3.0  
702 21.0128 -2.0 3.0 3.0  
703 24.01463 -2.0 3.0 3.0  
704 27.01646 -2.0 3.0 3.0  
705 30.01829 -2.0 3.0 3.0  
706 33.02011 -2.0 3.0 3.0  
707 36.02194 -2.0 3.0 3.0  
708 39.02377 -2.0 3.0 3.0  
709 42.0256 -2.0 3.0 3.0  
710 45.02743 -2.0 3.0 3.0  
711 48.02926 -2.0 3.0 3.0  
712 51.03109 -2.0 3.0 3.0  
713 54.03292 -2.0 3.0 3.0  
714 57.03474 -2.0 3.0 3.0  
715 60.03657 -2.0 3.0 3.0  
716 63.0384 -2.0 3.0 3.0  
717 66.04023 -2.0 3.0 3.0  
718 69.04206 -2.0 3.0 3.0  
719 72.04389 -2.0 3.0 3.0  
720 75.04572 -2.0 3.0 3.0  
721 78.04754 -2.0 3.0 3.0  
722 81.04937 -2.0 3.0 3.0  
723 84.0512 -2.0 3.0 3.0  
724 87.05303 -2.0 3.0 3.0  
725 90.05486 -2.0 3.0 3.0  
726 93.05669 -2.0 3.0 3.0  
727 96.05852 -2.0 3.0 3.0  
728 99.06034 -2.0 3.0 3.0  
729 102.06217 -2.0 3.0 3.0  
730 105.064 -2.0 3.0 3.0  
731 108.06583 -2.0 3.0 3.0  
732 111.06766 -2.0 3.0 3.0  
733 114.06949 -2.0 3.0 3.0  
734 117.07132 -2.0 3.0 3.0  
735 120.07315 -2.0 3.0 3.0  
736 123.07497 -2.0 3.0 3.0  
737 126.0768 -2.0 3.0 3.0  
738 129.07863 -2.0 3.0 3.0  
739 132.08046 -2.0 3.0 3.0  
740 135.08229 -2.0 3.0 3.0  
741 138.08412 -2.0 3.0 3.0  
742 141.08595 -2.0 3.0 3.0  
743 144.08777 -2.0 3.0 3.0  
744 147.0896 -2.0 3.0 3.0  
745 150.09143 -2.0 3.0 3.0  
746 153.09326 -2.0 3.0 3.0  
747 156.09509 -2.0 3.0 3.0  
748 159.09692 -2.0 3.0 3.0  
749 162.09875 -2.0 3.0 3.0  
750 165.10057 -2.0 3.0 3.0  
751 168.1024 -2.0 3.0 3.0  
752 171.10423 -2.0 3.0 3.0  
753 174.10606 -2.0 3.0 3.0  
754 177.10789 -2.0 3.0 3.0  
755 180.10972 -2.0 3.0 3.0  
756 183.11155 -2.0 3.0 3.0  
757 186.11338 -2.0 3.0 3.0  
758 189.1152 -2.0 3.0 3.0  
759 192.11703 -2.0 3.0 3.0  
760 195.11886 -2.0 3.0 3.0  
761 198.12069 -2.0 3.0 3.0  
762 201.12252 -2.0 3.0 3.0  
763 204.12435 -2.0 3.0 3.0  
764 207.12618 -2.0 3.0 3.0  
765 210.128 -2.0 3.0 3.0  
766 213.12983 -2.0 3.0 3.0  
767 216.13166 -2.0 3.0 3.0  
768 219.13349 -2.0 3.0 3.0  
769 222.13532 -2.0 3.0 3.0  
770 225.13715 -2.0 3.0 3.0  
771 228.13898 -2.0 3.0 3.0  
772 231.1408 -2.0 3.0 3.0  
773 234.14263 -2.0 3.0 3.0  
774 237.14446 -2.0 3.0 3.0  
775 240.14629 -2.0 3.0 3.0  
776 243.14812 -2.0 3.0 3.0  
777 246.14995 -2.0 3.0 3.0  
778 249.15178 -2.0 3.0 3.0  
779 252.15361 -2.0 3.0 3.0  
780 255.15543 -2.0 3.0 3.0  
781 258.15726 -2.0 3.0 3.0  
782 261.15909 -2.0 3.0 3.0  
783 264.16092 -2.0 3.0 3.0  
784 267.16275 -2.0 3.0 3.0  
785 270.16458 -2.0 3.0 3.0  
786 273.16641 -2.0 3.0 3.0  
787 276.16823 -2.0 3.0 3.0  
788 279.17006 -2.0 3.0 3.0  
789 282.17189 -2.0 3.0 3.0  
790 285.17372 -2.0 3.0 3.0  
791 288.17555 -2.0 3.0 3.0  
792 291.17738 -2.0 3.0 3.0  
793 294.17921 -2.0 3.0 3.0  
794 297.18103 -2.0 3.0 3.0  
795 300.18286 -2.0 3.0 3.0  
796 303.18469 -2.0 3.0 3.0  
797 306.18652 -2.0 3.0 3.0  
798 309.18835 -2.0 3.0 3.0  
799 312.19018 -2.0 3.0 3.0  
800 315.19201 -2.0 3.0 3.0  
801 318.19384 -2.0 3.0 3.0  
802 321.19566 -2.0 3.0 3.0  
803 324.19749 -2.0 3.0 3.0  
804 327.19932 -2.0 3.0 3.0  
805 330.20115 -2.0 3.0 3.0  
806 333.20298 -2.0 3.0 3.0  
807 336.20481 -2.0 3.0 3.0  
808 339.20664 -2.0 3.0 3.0  
809 342.20846 -2.0 3.0 3.0  
810 345.21029 -2.0 3.0 3.0  
811 348.21212 -2.0 3.0 3.0  
812 351.21395 -2.0 3.0 3.0  
813 354.21578 -2.0 3.0 3.0  
814 357.21761 -2.0 3.0 3.0  
815 3.00046 1.0 3.0 3.0  
816 6.00091 1.0 3.0 3.0  
817 9.00137 1.0 3.0 3.0  
818 12.00183 1.0 3.0 3.0  
819 15.00228 1.0 3.0 3.0  
820 18.00274 1.0 3.0 3.0  
821 21.0032 1.0 3.0 3.0  
822 24.00366 1.0 3.0 3.0  
823 27.00411 1.0 3.0 3.0  
824 30.00457 1.0 3.0 3.0  
825 33.00503 1.0 3.0 3.0  
826 36.00548 1.0 3.0 3.0  
827 39.00594 1.0 3.0 3.0  
828 42.0064 1.0 3.0 3.0  
829 45.00685 1.0 3.0 3.0  
830 48.00731 1.0 3.0 3.0  
831 51.00777 1.0 3.0 3.0  
832 54.00823 1.0 3.0 3.0  
833 57.00868 1.0 3.0 3.0  
834 60.00914 1.0 3.0 3.0  
835 63.0096 1.0 3.0 3.0  
836 66.01005 1.0 3.0 3.0  
837 69.01051 1.0 3.0 3.0  
838 72.01097 1.0 3.0 3.0  
839 75.01142 1.0 3.0 3.0  
840 78.01188 1.0 3.0 3.0  
841 81.01234 1.0 3.0 3.0  
842 84.0128 1.0 3.0 3.0  
843 87.01325 1.0 3.0 3.0  
844 90.01371 1.0 3.0 3.0  
845 93.01417 1.0 3.0 3.0  
846 96.01462 1.0 3.0 3.0  
847 99.01508 1.0 3.0 3.0  
848 102.01554 1.0 3.0 3.0  
849 105.01599 1.0 3.0 3.0  
850 108.01645 1.0 3.0 3.0  
851 111.01691 1.0 3.0 3.0  
852 114.01737 1.0 3.0 3.0  
853 117.01782 1.0 3.0 3.0  
854 120.01828 1.0 3.0 3.0  
855 123.01874 1.0 3.0 3.0  
856 126.01919 1.0 3.0 3.0  
857 129.01965 1.0 3.0 3.0  
858 132.02011 1.0 3.0 3.0  
859 135.02056 1.0 3.0 3.0  
860 138.02102 1.0 3.0 3.0  
861 141.02148 1.0 3.0 3.0  
862 144.02194 1.0 3.0 3.0  
863 147.02239 1.0 3.0 3.0  
864 150.02285 1.0 3.0 3.0  
865 153.02331 1.0 3.0 3.0  
866 156.02376 1.0 3.0 3.0  
867 159.02422 1.0 3.0 3.0  
868 162.02468 1.0 3.0 3.0  
869 165.02513 1.0 3.0 3.0  
870 168.02559 1.0 3.0 3.0  
871 171.02605 1.0 3.0 3.0  
872 174.02651 1.0 3.0 3.0  
873 177.02696 1.0 3.0 3.0  
874 180.02742 1.0 3.0 3.0  
875 183.02788 1.0 3.0 3.0  
876 186.02833 1.0 3.0 3.0  
877 189.02879 1.0 3.0 3.0  
878 192.02925 1.0 3.0 3.0  
879 195.0297 1.0 3.0 3.0  
880 198.03016 1.0 3.0 3.0  
881 201.03062 1.0 3.0 3.0  
882 204.03107 1.0 3.0 3.0  
883 207.03153 1.0 3.0 3.0  
884 210.03199 1.0 3.0 3.0  
885 213.03245 1.0 3.0 3.0  
886 216.0329 1.0 3.0 3.0  
887 219.03336 1.0 3.0 3.0  
888 222.03382 1.0 3.0 3.0  
889 225.03427 1.0 3.0 3.0  
890 228.03473 1.0 3.0 3.0  
891 231.03519 1.0 3.0 3.0  
892 234.03564 1.0 3.0 3.0  
893 237.0361 1.0 3.0 3.0  
894 240.03656 1.0 3.0 3.0  
895 243.03702 1.0 3.0 3.0  
896 246.03747 1.0 3.0 3.0  
897 249.03793 1.0 3.0 3.0  
898 252.03839 1.0 3.0 3.0  
899 255.03884 1.0 3.0 3.0  
900 258.0393 1.0 3.0 3.0  
901 261.03976 1.0 3.0 3.0  
902 264.04021 1.0 3.0 3.0  
903 267.04067 1.0 3.0 3.0  
904 270.04113 1.0 3.0 3.0  
905 273.04159 1.0 3.0 3.0  
906 276.04204 1.0 3.0 3.0  
907 279.0425 1.0 3.0 3.0  
908 282.04296 1.0 3.0 3.0  
909 285.04341 1.0 3.0 3.0  
910 288.04387 1.0 3.0 3.0  
911 291.04433 1.0 3.0 3.0  
912 294.04478 1.0 3.0 3.0  
913 297.04524 1.0 3.0 3.0  
914 300.0457 1.0 3.0 3.0  
915 303.04616 1.0 3.0 3.0  
916 306.04661 1.0 3.0 3.0  
917 309.04707 1.0 3.0 3.0  
918 312.04753 1.0 3.0 3.0  
919 315.04798 1.0 3.0 3.0  
920 318.04844 1.0 3.0 3.0  
921 321.0489 1.0 3.0 3.0  
922 324.04935 1.0 3.0 3.0  
923 327.04981 1.0 3.0 3.0  
924 330.05027 1.0 3.0 3.0  
925 333.05073 1.0 3.0 3.0  
926 336.05118 1.0 3.0 3.0  
927 339.05164 1.0 3.0 3.0  
928 342.0521 1.0 3.0 3.0  
929 345.05255 1.0 3.0 3.0  
930 348.05301 1.0 3.0 3.0  
931 351.05347 1.0 3.0 3.0  
932 354.05392 1.0 3.0 3.0  
933 357.05438 1.0 3.0 3.0  
934 3.00733 4.0 3.0 3.0  
935 6.01465 4.0 3.0 3.0  
936 9.02198 4.0 3.0 3.0  
937 12.0293 4.0 3.0 3.0  
938 15.03663 4.0 3.0 3.0  
939 18.04395 4.0 3.0 3.0  
940 21.05128 4.0 3.0 3.0  
941 24.05861 4.0 3.0 3.0  
942 27.06593 4.0 3.0 3.0  
943 30.07326 4.0 3.0 3.0  
944 33.08058 4.0 3.0 3.0  
945 36.08791 4.0 3.0 3.0  
946 39.09523 4.0 3.0 3.0  
947 42.10256 4.0 3.0 3.0  
948 45.10989 4.0 3.0 3.0  
949 48.11721 4.0 3.0 3.0  
950 51.12454 4.0 3.0 3.0  
951 54.13186 4.0 3.0 3.0  
952 57.13919 4.0 3.0 3.0  
953 60.14651 4.0 3.0 3.0  
954 63.15384 4.0 3.0 3.0  
955 66.16117 4.0 3.0 3.0  
956 69.16849 4.0 3.0 3.0  
957 72.17582 4.0 3.0 3.0  
958 75.18314 4.0 3.0 3.0  
959 78.19047 4.0 3.0 3.0  
960 81.19779 4.0 3.0 3.0  
961 84.20512 4.0 3.0 3.0  
962 87.21245 4.0 3.0 3.0  
963 90.21977 4.0 3.0 3.0  
964 93.2271 4.0 3.0 3.0  
965 96.23442 4.0 3.0 3.0  
966 99.24175 4.0 3.0 3.0  
967 102.24907 4.0 3.0 3.0  
968 105.2564 4.0 3.0 3.0  
969 108.26372 4.0 3.0 3.0  
970 111.27105 4.0 3.0 3.0  
971 114.27838 4.0 3.0 3.0  
972 117.2857 4.0 3.0 3.0  
973 120.29303 4.0 3.0 3.0  
974 123.30035 4.0 3.0 3.0  
975 126.30768 4.0 3.0 3.0  
976 129.315 4.0 3.0 3.0  
977 132.32233 4.0 3.0 3.0  
978 135.32966 4.0 3.0 3.0  
979 138.33698 4.0 3.0 3.0  
980 141.34431 4.0 3.0 3.0  
981 144.35163 4.0 3.0 3.0  
982 147.35896 4.0 3.0 3.0  
983 150.36628 4.0 3.0 3.0  
984 153.37361 4.0 3.0 3.0  
985 156.38094 4.0 3.0 3.0  
986 159.38826 4.0 3.0 3.0  
987 162.39559 4.0 3.0 3.0  
988 165.40291 4.0 3.0 3.0  
989 168.41024 4.0 3.0 3.0  
990 171.41756 4.0 3.0 3.0  
991 174.42489 4.0 3.0 3.0  
992 177.43222 4.0 3.0 3.0  
993 180.43954 4.0 3.0 3.0  
994 183.44687 4.0 3.0 3.0  
995 186.45419 4.0 3.0 3.0  
996 189.46152 4.0 3.0 3.0  
997 192.46884 4.0 3.0 3.0  
998 195.47617 4.0 3.0 3.0  
999 198.4835 4.0 3.0 3.0  
1000 201.49082 4.0 3.0 3.0  
1001 204.49815 4.0 3.0 3.0  
1002 207.50547 4.0 3.0 3.0  
1003 210.5128 4.0 3.0 3.0  
1004 213.52012 4.0 3.0 3.0  
1005 216.52745 4.0 3.0 3.0  
1006 219.53478 4.0 3.0 3.0  
1007 222.5421 4.0 3.0 3.0  
1008 225.54943 4.0 3.0 3.0  
1009 228.55675 4.0 3.0 3.0  
1010 231.56408 4.0 3.0 3.0  
1011 234.5714 4.0 3.0 3.0  
1012 237.57873 4.0 3.0 3.0  
1013 240.58606 4.0 3.0 3.0  
1014 243.59338 4.0 3.0 3.0  
1015 246.60071 4.0 3.0 3.0  
1016 249.60803 4.0 3.0 3.0  
1017 252.61536 4.0 3.0 3.0  
1018 255.62268 4.0 3.0 3.0  
1019 258.63001 4.0 3.0 3.0  
1020 261.63734 4.0 3.0 3.0  
1021 264.64466 4.0 3.0 3.0  
1022 267.65199 4.0 3.0 3.0  
1023 270.65931 4.0 3.0 3.0  
1024 273.66664 4.0 3.0 3.0  
1025 276.67396 4.0 3.0 3.0  
1026 279.68129 4.0 3.0 3.0  
1027 282.68862 4.0 3.0 3.0  
1028 285.69594 4.0 3.0 3.0  
1029 288.70327 4.0 3.0 3.0  
1030 291.71059 4.0 3.0 3.0  
1031 294.71792 4.0 3.0 3.0  
1032 297.72524 4.0 3.0 3.0  
1033 300.73257 4.0 3.0 3.0  
1034 303.7399 4.0 3.0 3.0  
1035 306.74722 4.0 3.0 3.0  
1036 309.75455 4.0 3.0 3.0  
1037 312.76187 4.0 3.0 3.0  
1038 315.7692 4.0 3.0 3.0  
1039 318.77652 4.0 3.0 3.0  
1040 321.78385 4.0 3.0 3.0  
1041 324.79117 4.0 3.0 3.0  
1042 327.7985 4.0 3.0 3.0  
1043 330.80583 4.0 3.0 3.0  
1044 333.81315 4.0 3.0 3.0  
1045 336.82048 4.0 3.0 3.0  
1046 339.8278 4.0 3.0 3.0  
1047 342.83513 4.0 3.0 3.0  
1048 345.84245 4.0 3.0 3.0  
1049 348.84978 4.0 3.0 3.0  
1050 351.85711 4.0 3.0 3.0  
1051 354.86443 4.0 3.0 3.0  
1052 357.87176 4.0 3.0 3.0  
1053 3.02253 7.0 3.0 3.0  
1054 6.04506 7.0 3.0 3.0  
1055 9.06759 7.0 3.0 3.0  
1056 12.09012 7.0 3.0 3.0  
1057 15.11265 7.0 3.0 3.0  
1058 18.13518 7.0 3.0 3.0  
1059 21.15771 7.0 3.0 3.0  
1060 24.18024 7.0 3.0 3.0  
1061 27.20277 7.0 3.0 3.0  
1062 30.22529 7.0 3.0 3.0  
1063 33.24782 7.0 3.0 3.0  
1064 36.27035 7.0 3.0 3.0  
1065 39.29288 7.0 3.0 3.0  
1066 42.31541 7.0 3.0 3.0  
1067 45.33794 7.0 3.0 3.0  
1068 48.36047 7.0 3.0 3.0  
1069 51.383 7.0 3.0 3.0  
1070 54.40553 7.0 3.0 3.0  
1071 57.42806 7.0 3.0 3.0  
1072 60.45059 7.0 3.0 3.0  
1073 63.47312 7.0 3.0 3.0  
1074 66.49565 7.0 3.0 3.0  
1075 69.51818 7.0 3.0 3.0  
1076 72.54071 7.0 3.0 3.0  
1077 75.56324 7.0 3.0 3.0  
1078 78.58577 7.0 3.0 3.0  
1079 81.6083 7.0 3.0 3.0  
1080 84.63083 7.0 3.0 3.0  
1081 87.65335 7.0 3.0 3.0  
1082 90.67588 7.0 3.0 3.0  
1083 93.69841 7.0 3.0 3.0  
1084 96.72094 7.0 3.0 3.0  
1085 99.74347 7.0 3.0 3.0  
1086 102.766 7.0 3.0 3.0  
1087 105.78853 7.0 3.0 3.0  
1088 108.81106 7.0 3.0 3.0  
1089 111.83359 7.0 3.0 3.0  
1090 114.85612 7.0 3.0 3.0  
1091 117.87865 7.0 3.0 3.0  
1092 120.90118 7.0 3.0 3.0  
1093 123.92371 7.0 3.0 3.0  
1094 126.94624 7.0 3.0 3.0  
1095 129.96877 7.0 3.0 3.0  
1096 132.9913 7.0 3.0 3.0  
1097 136.01383 7.0 3.0 3.0  
1098 139.03636 7.0 3.0 3.0  
1099 142.05889 7.0 3.0 3.0  
1100 145.08141 7.0 3.0 3.0  
1101 148.10394 7.0 3.0 3.0  
1102 151.12647 7.0 3.0 3.0  
1103 154.149 7.0 3.0 3.0  
1104 157.17153 7.0 3.0 3.0  
1105 160.19406 7.0 3.0 3.0  
1106 163.21659 7.0 3.0 3.0  
1107 166.23912 7.0 3.0 3.0  
1108 169.26165 7.0 3.0 3.0  
1109 172.28418 7.0 3.0 3.0  
1110 175.30671 7.0 3.0 3.0  
1111 178.32924 7.0 3.0 3.0  
1112 181.35177 7.0 3.0 3.0  
1113 184.3743 7.0 3.0 3.0  
1114 187.39683 7.0 3.0 3.0  
1115 190.41936 7.0 3.0 3.0  
1116 193.44189 7.0 3.0 3.0  
1117 196.46442 7.0 3.0 3.0  
1118 199.48695 7.0 3.0 3.0  
1119 202.50947 7.0 3.0 3.0  
1120 205.532 7.0 3.0 3.0  
1121 208.55453 7.0 3.0 3.0  
1122 211.57706 7.0 3.0 3.0  
1123 214.59959 7.0 3.0 3.0  
1124 217.62212 7.0 3.0 3.0  
1125 220.64465 7.0 3.0 3.0  
1126 223.66718 7.0 3.0 3.0  
1127 226.68971 7.0 3.0 3.0  
1128 229.71224 7.0 3.0 3.0  
1129 232.73477 7.0 3.0 3.0  
1130 235.7573 7.0 3.0 3.0  
1131 238.77983 7.0 3.0 3.0  
1132 241.80236 7.0 3.0 3.0  
1133 244.82489 7.0 3.0 3.0  
1134 247.84742 7.0 3.0 3.0  
1135 250.86995 7.0 3.0 3.0  
1136 253.89248 7.0 3.0 3.0  
1137 256.91501 7.0 3.0 3.0  
1138 259.93753 7.0 3.0 3.0  
1139 262.96006 7.0 3.0 3.0  
1140 265.98259 7.0 3.0 3.0  
1141 269.00512 7.0 3.0 3.0  
1142 272.02765 7.0 3.0 3.0  
1143 275.05018 7.0 3.0 3.0  
1144 278.07271 7.0 3.0 3.0  
1145 281.09524 7.0 3.0 3.0  
1146 284.11777 7.0 3.0 3.0  
1147 287.1403 7.0 3.0 3.0  
1148 290.16283 7.0 3.0 3.0  
1149 293.18536 7.0 3.0 3.0  
1150 296.20789 7.0 3.0 3.0  
1151 299.23042 7.0 3.0 3.0  
1152 302.25295 7.0 3.0 3.0  
1153 305.27548 7.0 3.0 3.0  
1154 308.29801 7.0 3.0 3.0  
1155 311.32054 7.0 3.0 3.0  
1156 314.34307 7.0 3.0 3.0  
1157 317.3656 7.0 3.0 3.0  
1158 320.38812 7.0 3.0 3.0  
1159 323.41065 7.0 3.0 3.0  
1160 326.43318 7.0 3.0 3.0  
1161 329.45571 7.0 3.0 3.0  
1162 332.47824 7.0 3.0 3.0  
1163 335.50077 7.0 3.0 3.0  
1164 338.5233 7.0 3.0 3.0  
1165 341.54583 7.0 3.0 3.0  
1166 344.56836 7.0 3.0 3.0  
1167 347.59089 7.0 3.0 3.0  
1168 350.61342 7.0 3.0 3.0  
1169 353.63595 7.0 3.0 3.0  
1170 356.65848 7.0 3.0 3.0  
1171 359.68101 7.0 3.0 3.0  
1172 3.04628 10.0 3.0 3.0  
1173 6.09256 10.0 3.0 3.0  
1174 9.13884 10.0 3.0 3.0  
1175 12.18512 10.0 3.0 3.0  
1176 15.2314 10.0 3.0 3.0  
1177 18.27768 10.0 3.0 3.0  
1178 21.32396 10.0 3.0 3.0  
1179 24.37024 10.0 3.0 3.0  
1180 27.41652 10.0 3.0 3.0  
1181 30.4628 10.0 3.0 3.0  
1182 33.50908 10.0 3.0 3.0  
1183 36.55536 10.0 3.0 3.0  
1184 39.60164 10.0 3.0 3.0  
1185 42.64792 10.0 3.0 3.0  
1186 45.6942 10.0 3.0 3.0  
1187 48.74048 10.0 3.0 3.0  
1188 51.78676 10.0 3.0 3.0  
1189 54.83304 10.0 3.0 3.0  
1190 57.87932 10.0 3.0 3.0  
1191 60.9256 10.0 3.0 3.0  
1192 63.97188 10.0 3.0 3.0  
1193 67.01816 10.0 3.0 3.0  
1194 70.06444 10.0 3.0 3.0  
1195 73.11072 10.0 3.0 3.0  
1196 76.157 10.0 3.0 3.0  
1197 79.20328 10.0 3.0 3.0  
1198 82.24956 10.0 3.0 3.0  
1199 85.29584 10.0 3.0 3.0  
1200 88.34212 10.0 3.0 3.0  
1201 91.3884 10.0 3.0 3.0  
1202 94.43467 10.0 3.0 3.0  
1203 97.48095 10.0 3.0 3.0  
1204 100.52723 10.0 3.0 3.0  
1205 103.57351 10.0 3.0 3.0  
1206 106.61979 10.0 3.0 3.0  
1207 109.66607 10.0 3.0 3.0  
1208 112.71235 10.0 3.0 3.0  
1209 115.75863 10.0 3.0 3.0  
1210 118.80491 10.0 3.0 3.0  
1211 121.85119 10.0 3.0 3.0  
1212 124.89747 10.0 3.0 3.0  
1213 127.94375 10.0 3.0 3.0  
1214 130.99003 10.0 3.0 3.0  
1215 134.03631 10.0 3.0 3.0  
1216 137.08259 10.0 3.0 3.0  
1217 140.12887 10.0 3.0 3.0  
1218 143.17515 10.0 3.0 3.0  
1219 146.22143 10.0 3.0 3.0  
1220 149.26771 10.0 3.0 3.0  
1221 152.31399 10.0 3.0 3.0  
1222 155.36027 10.0 3.0 3.0  
1223 158.40655 10.0 3.0 3.0  
1224 161.45283 10.0 3.0 3.0  
1225 164.49911 10.0 3.0 3.0  
1226 167.54539 10.0 3.0 3.0  
1227 170.59167 10.0 3.0 3.0  
1228 173.63795 10.0 3.0 3.0  
1229 176.68423 10.0 3.0 3.0  
1230 179.73051 10.0 3.0 3.0  
1231 182.77679 10.0 3.0 3.0  
1232 185.82307 10.0 3.0 3.0  
1233 188.86935 10.0 3.0 3.0  
1234 191.91563 10.0 3.0 3.0  
1235 194.96191 10.0 3.0 3.0  
1236 198.00819 10.0 3.0 3.0  
1237 201.05447 10.0 3.0 3.0  
1238 204.10075 10.0 3.0 3.0  
1239 207.14703 10.0 3.0 3.0  
1240 210.19331 10.0 3.0 3.0  
1241 213.23959 10.0 3.0 3.0  
1242 216.28587 10.0 3.0 3.0  
1243 219.33215 10.0 3.0 3.0  
1244 222.37843 10.0 3.0 3.0  
1245 225.42471 10.0 3.0 3.0  
1246 228.47099 10.0 3.0 3.0  
1247 231.51727 10.0 3.0 3.0  
1248 234.56355 10.0 3.0 3.0  
1249 237.60983 10.0 3.0 3.0  
1250 240.65611 10.0 3.0 3.0  
1251 243.70239 10.0 3.0 3.0  
1252 246.74867 10.0 3.0 3.0  
1253 249.79495 10.0 3.0 3.0  
1254 252.84123 10.0 3.0 3.0  
1255 255.88751 10.0 3.0 3.0  
1256 258.93379 10.0 3.0 3.0  
1257 261.98007 10.0 3.0 3.0  
1258 265.02635 10.0 3.0 3.0  
1259 268.07263 10.0 3.0 3.0  
1260 271.11891 10.0 3.0 3.0  
1261 274.16519 10.0 3.0 3.0  
1262 277.21147 10.0 3.0 3.0  
1263 280.25774 10.0 3.0 3.0  
1264 283.30402 10.0 3.0 3.0  
1265 286.3503 10.0 3.0 3.0  
1266 289.39658 10.0 3.0 3.0  
1267 292.44286 10.0 3.0 3.0  
1268 295.48914 10.0 3.0 3.0  
1269 298.53542 10.0 3.0 3.0  
1270 301.5817 10.0 3.0 3.0  
1271 304.62798 10.0 3.0 3.0  
1272 307.67426 10.0 3.0 3.0  
1273 310.72054 10.0 3.0 3.0  
1274 313.76682 10.0 3.0 3.0  
1275 316.8131 10.0 3.0 3.0  
1276 319.85938 10.0 3.0 3.0  
1277 322.90566 10.0 3.0 3.0  
1278 325.95194 10.0 3.0 3.0  
1279 328.99822 10.0 3.0 3.0  
1280 332.0445 10.0 3.0 3.0  
1281 335.09078 10.0 3.0 3.0  
1282 338.13706 10.0 3.0 3.0  
1283 341.18334 10.0 3.0 3.0  
1284 344.22962 10.0 3.0 3.0  
1285 347.2759 10.0 3.0 3.0  
1286 350.32218 10.0 3.0 3.0  
1287 353.36846 10.0 3.0 3.0  
1288 356.41474 10.0 3.0 3.0  
1289 359.46102 10.0 3.0 3.0  
1290 3.07891 13.0 3.0 3.0  
1291 6.15782 13.0 3.0 3.0  
1292 9.23674 13.0 3.0 3.0  
1293 12.31565 13.0 3.0 3.0  
1294 15.39456 13.0 3.0 3.0  
1295 18.47347 13.0 3.0 3.0  
1296 21.55239 13.0 3.0 3.0  
1297 24.6313 13.0 3.0 3.0  
1298 27.71021 13.0 3.0 3.0  
1299 30.78912 13.0 3.0 3.0  
1300 33.86804 13.0 3.0 3.0  
1301 36.94695 13.0 3.0 3.0  
1302 40.02586 13.0 3.0 3.0  
1303 43.10477 13.0 3.0 3.0  
1304 46.18368 13.0 3.0 3.0  
1305 49.2626 13.0 3.0 3.0  
1306 52.34151 13.0 3.0 3.0  
1307 55.42042 13.0 3.0 3.0  
1308 58.49933 13.0 3.0 3.0  
1309 61.57825 13.0 3.0 3.0  
1310 64.65716 13.0 3.0 3.0  
1311 67.73607 13.0 3.0 3.0  
1312 70.81498 13.0 3.0 3.0  
1313 73.8939 13.0 3.0 3.0  
1314 76.97281 13.0 3.0 3.0  
1315 80.05172 13.0 3.0 3.0  
1316 83.13063 13.0 3.0 3.0  
1317 86.20955 13.0 3.0 3.0  
1318 89.28846 13.0 3.0 3.0  
1319 92.36737 13.0 3.0 3.0  
1320 95.44628 13.0 3.0 3.0  
1321 98.52519 13.0 3.0 3.0  
1322 101.60411 13.0 3.0 3.0  
1323 104.68302 13.0 3.0 3.0  
1324 107.76193 13.0 3.0 3.0  
1325 110.84084 13.0 3.0 3.0  
1326 113.91976 13.0 3.0 3.0  
1327 116.99867 13.0 3.0 3.0  
1328 120.07758 13.0 3.0 3.0  
1329 123.15649 13.0 3.0 3.0  
1330 126.23541 13.0 3.0 3.0  
1331 129.31432 13.0 3.0 3.0  
1332 132.39323 13.0 3.0 3.0  
1333 135.47214 13.0 3.0 3.0  
1334 138.55105 13.0 3.0 3.0  
1335 141.62997 13.0 3.0 3.0  
1336 144.70888 13.0 3.0 3.0  
1337 147.78779 13.0 3.0 3.0  
