# n ra dec fovra fovdec 
1338 150.8667 13.0 3.0 3.0  
1339 153.94562 13.0 3.0 3.0  
1340 157.02453 13.0 3.0 3.0  
1341 160.10344 13.0 3.0 3.0  
1342 163.18235 13.0 3.0 3.0  
1343 166.26127 13.0 3.0 3.0  
1344 169.34018 13.0 3.0 3.0  
1345 172.41909 13.0 3.0 3.0  
1346 175.498 13.0 3.0 3.0  
1347 178.57691 13.0 3.0 3.0  
1348 181.65583 13.0 3.0 3.0  
1349 184.73474 13.0 3.0 3.0  
1350 187.81365 13.0 3.0 3.0  
1351 190.89256 13.0 3.0 3.0  
1352 193.97148 13.0 3.0 3.0  
1353 197.05039 13.0 3.0 3.0  
1354 200.1293 13.0 3.0 3.0  
1355 203.20821 13.0 3.0 3.0  
1356 206.28713 13.0 3.0 3.0  
1357 209.36604 13.0 3.0 3.0  
1358 212.44495 13.0 3.0 3.0  
1359 215.52386 13.0 3.0 3.0  
1360 218.60277 13.0 3.0 3.0  
1361 221.68169 13.0 3.0 3.0  
1362 224.7606 13.0 3.0 3.0  
1363 227.83951 13.0 3.0 3.0  
1364 230.91842 13.0 3.0 3.0  
1365 233.99734 13.0 3.0 3.0  
1366 237.07625 13.0 3.0 3.0  
1367 240.15516 13.0 3.0 3.0  
1368 243.23407 13.0 3.0 3.0  
1369 246.31299 13.0 3.0 3.0  
1370 249.3919 13.0 3.0 3.0  
1371 252.47081 13.0 3.0 3.0  
1372 255.54972 13.0 3.0 3.0  
1373 258.62864 13.0 3.0 3.0  
1374 261.70755 13.0 3.0 3.0  
1375 264.78646 13.0 3.0 3.0  
1376 267.86537 13.0 3.0 3.0  
1377 270.94428 13.0 3.0 3.0  
1378 274.0232 13.0 3.0 3.0  
1379 277.10211 13.0 3.0 3.0  
1380 280.18102 13.0 3.0 3.0  
1381 283.25993 13.0 3.0 3.0  
1382 286.33885 13.0 3.0 3.0  
1383 289.41776 13.0 3.0 3.0  
1384 292.49667 13.0 3.0 3.0  
1385 295.57558 13.0 3.0 3.0  
1386 298.6545 13.0 3.0 3.0  
1387 301.73341 13.0 3.0 3.0  
1388 304.81232 13.0 3.0 3.0  
1389 307.89123 13.0 3.0 3.0  
1390 310.97014 13.0 3.0 3.0  
1391 314.04906 13.0 3.0 3.0  
1392 317.12797 13.0 3.0 3.0  
1393 320.20688 13.0 3.0 3.0  
1394 323.28579 13.0 3.0 3.0  
1395 326.36471 13.0 3.0 3.0  
1396 329.44362 13.0 3.0 3.0  
1397 332.52253 13.0 3.0 3.0  
1398 335.60144 13.0 3.0 3.0  
1399 338.68036 13.0 3.0 3.0  
1400 341.75927 13.0 3.0 3.0  
1401 344.83818 13.0 3.0 3.0  
1402 347.91709 13.0 3.0 3.0  
1403 350.996 13.0 3.0 3.0  
1404 354.07492 13.0 3.0 3.0  
1405 357.15383 13.0 3.0 3.0  
1406 3.1209 16.0 3.0 3.0  
1407 6.2418 16.0 3.0 3.0  
1408 9.36269 16.0 3.0 3.0  
1409 12.48359 16.0 3.0 3.0  
1410 15.60449 16.0 3.0 3.0  
1411 18.72539 16.0 3.0 3.0  
1412 21.84629 16.0 3.0 3.0  
1413 24.96719 16.0 3.0 3.0  
1414 28.08808 16.0 3.0 3.0  
1415 31.20898 16.0 3.0 3.0  
1416 34.32988 16.0 3.0 3.0  
1417 37.45078 16.0 3.0 3.0  
1418 40.57168 16.0 3.0 3.0  
1419 43.69258 16.0 3.0 3.0  
1420 46.81347 16.0 3.0 3.0  
1421 49.93437 16.0 3.0 3.0  
1422 53.05527 16.0 3.0 3.0  
1423 56.17617 16.0 3.0 3.0  
1424 59.29707 16.0 3.0 3.0  
1425 62.41797 16.0 3.0 3.0  
1426 65.53886 16.0 3.0 3.0  
1427 68.65976 16.0 3.0 3.0  
1428 71.78066 16.0 3.0 3.0  
1429 74.90156 16.0 3.0 3.0  
1430 78.02246 16.0 3.0 3.0  
1431 81.14336 16.0 3.0 3.0  
1432 84.26425 16.0 3.0 3.0  
1433 87.38515 16.0 3.0 3.0  
1434 90.50605 16.0 3.0 3.0  
1435 93.62695 16.0 3.0 3.0  
1436 96.74785 16.0 3.0 3.0  
1437 99.86875 16.0 3.0 3.0  
1438 102.98964 16.0 3.0 3.0  
1439 106.11054 16.0 3.0 3.0  
1440 109.23144 16.0 3.0 3.0  
1441 112.35234 16.0 3.0 3.0  
1442 115.47324 16.0 3.0 3.0  
1443 118.59414 16.0 3.0 3.0  
1444 121.71503 16.0 3.0 3.0  
1445 124.83593 16.0 3.0 3.0  
1446 127.95683 16.0 3.0 3.0  
1447 131.07773 16.0 3.0 3.0  
1448 134.19863 16.0 3.0 3.0  
1449 137.31953 16.0 3.0 3.0  
1450 140.44042 16.0 3.0 3.0  
1451 143.56132 16.0 3.0 3.0  
1452 146.68222 16.0 3.0 3.0  
1453 149.80312 16.0 3.0 3.0  
1454 152.92402 16.0 3.0 3.0  
1455 156.04492 16.0 3.0 3.0  
1456 159.16581 16.0 3.0 3.0  
1457 162.28671 16.0 3.0 3.0  
1458 165.40761 16.0 3.0 3.0  
1459 168.52851 16.0 3.0 3.0  
1460 171.64941 16.0 3.0 3.0  
1461 174.77031 16.0 3.0 3.0  
1462 177.8912 16.0 3.0 3.0  
1463 181.0121 16.0 3.0 3.0  
1464 184.133 16.0 3.0 3.0  
1465 187.2539 16.0 3.0 3.0  
1466 190.3748 16.0 3.0 3.0  
1467 193.4957 16.0 3.0 3.0  
1468 196.61659 16.0 3.0 3.0  
1469 199.73749 16.0 3.0 3.0  
1470 202.85839 16.0 3.0 3.0  
1471 205.97929 16.0 3.0 3.0  
1472 209.10019 16.0 3.0 3.0  
1473 212.22108 16.0 3.0 3.0  
1474 215.34198 16.0 3.0 3.0  
1475 218.46288 16.0 3.0 3.0  
1476 221.58378 16.0 3.0 3.0  
1477 224.70468 16.0 3.0 3.0  
1478 227.82558 16.0 3.0 3.0  
1479 230.94647 16.0 3.0 3.0  
1480 234.06737 16.0 3.0 3.0  
1481 237.18827 16.0 3.0 3.0  
1482 240.30917 16.0 3.0 3.0  
1483 243.43007 16.0 3.0 3.0  
1484 246.55097 16.0 3.0 3.0  
1485 249.67186 16.0 3.0 3.0  
1486 252.79276 16.0 3.0 3.0  
1487 255.91366 16.0 3.0 3.0  
1488 259.03456 16.0 3.0 3.0  
1489 262.15546 16.0 3.0 3.0  
1490 265.27636 16.0 3.0 3.0  
1491 268.39725 16.0 3.0 3.0  
1492 271.51815 16.0 3.0 3.0  
1493 274.63905 16.0 3.0 3.0  
1494 277.75995 16.0 3.0 3.0  
1495 280.88085 16.0 3.0 3.0  
1496 284.00175 16.0 3.0 3.0  
1497 287.12264 16.0 3.0 3.0  
1498 290.24354 16.0 3.0 3.0  
1499 293.36444 16.0 3.0 3.0  
1500 296.48534 16.0 3.0 3.0  
1501 299.60624 16.0 3.0 3.0  
1502 302.72714 16.0 3.0 3.0  
1503 305.84803 16.0 3.0 3.0  
1504 308.96893 16.0 3.0 3.0  
1505 312.08983 16.0 3.0 3.0  
1506 315.21073 16.0 3.0 3.0  
1507 318.33163 16.0 3.0 3.0  
1508 321.45253 16.0 3.0 3.0  
1509 324.57342 16.0 3.0 3.0  
1510 327.69432 16.0 3.0 3.0  
1511 330.81522 16.0 3.0 3.0  
1512 333.93612 16.0 3.0 3.0  
1513 337.05702 16.0 3.0 3.0  
1514 340.17792 16.0 3.0 3.0  
1515 343.29881 16.0 3.0 3.0  
1516 346.41971 16.0 3.0 3.0  
1517 349.54061 16.0 3.0 3.0  
1518 352.66151 16.0 3.0 3.0  
1519 355.78241 16.0 3.0 3.0  
1520 358.90331 16.0 3.0 3.0  
1521 3.17286 19.0 3.0 3.0  
1522 6.34572 19.0 3.0 3.0  
1523 9.51859 19.0 3.0 3.0  
1524 12.69145 19.0 3.0 3.0  
1525 15.86431 19.0 3.0 3.0  
1526 19.03717 19.0 3.0 3.0  
1527 22.21003 19.0 3.0 3.0  
1528 25.3829 19.0 3.0 3.0  
1529 28.55576 19.0 3.0 3.0  
1530 31.72862 19.0 3.0 3.0  
1531 34.90148 19.0 3.0 3.0  
1532 38.07434 19.0 3.0 3.0  
1533 41.24721 19.0 3.0 3.0  
1534 44.42007 19.0 3.0 3.0  
1535 47.59293 19.0 3.0 3.0  
1536 50.76579 19.0 3.0 3.0  
1537 53.93865 19.0 3.0 3.0  
1538 57.11152 19.0 3.0 3.0  
1539 60.28438 19.0 3.0 3.0  
1540 63.45724 19.0 3.0 3.0  
1541 66.6301 19.0 3.0 3.0  
1542 69.80296 19.0 3.0 3.0  
1543 72.97583 19.0 3.0 3.0  
1544 76.14869 19.0 3.0 3.0  
1545 79.32155 19.0 3.0 3.0  
1546 82.49441 19.0 3.0 3.0  
1547 85.66728 19.0 3.0 3.0  
1548 88.84014 19.0 3.0 3.0  
1549 92.013 19.0 3.0 3.0  
1550 95.18586 19.0 3.0 3.0  
1551 98.35872 19.0 3.0 3.0  
1552 101.53159 19.0 3.0 3.0  
1553 104.70445 19.0 3.0 3.0  
1554 107.87731 19.0 3.0 3.0  
1555 111.05017 19.0 3.0 3.0  
1556 114.22303 19.0 3.0 3.0  
1557 117.3959 19.0 3.0 3.0  
1558 120.56876 19.0 3.0 3.0  
1559 123.74162 19.0 3.0 3.0  
1560 126.91448 19.0 3.0 3.0  
1561 130.08734 19.0 3.0 3.0  
1562 133.26021 19.0 3.0 3.0  
1563 136.43307 19.0 3.0 3.0  
1564 139.60593 19.0 3.0 3.0  
1565 142.77879 19.0 3.0 3.0  
1566 145.95165 19.0 3.0 3.0  
1567 149.12452 19.0 3.0 3.0  
1568 152.29738 19.0 3.0 3.0  
1569 155.47024 19.0 3.0 3.0  
1570 158.6431 19.0 3.0 3.0  
1571 161.81596 19.0 3.0 3.0  
1572 164.98883 19.0 3.0 3.0  
1573 168.16169 19.0 3.0 3.0  
1574 171.33455 19.0 3.0 3.0  
1575 174.50741 19.0 3.0 3.0  
1576 177.68027 19.0 3.0 3.0  
1577 180.85314 19.0 3.0 3.0  
1578 184.026 19.0 3.0 3.0  
1579 187.19886 19.0 3.0 3.0  
1580 190.37172 19.0 3.0 3.0  
1581 193.54458 19.0 3.0 3.0  
1582 196.71745 19.0 3.0 3.0  
1583 199.89031 19.0 3.0 3.0  
1584 203.06317 19.0 3.0 3.0  
1585 206.23603 19.0 3.0 3.0  
1586 209.40889 19.0 3.0 3.0  
1587 212.58176 19.0 3.0 3.0  
1588 215.75462 19.0 3.0 3.0  
1589 218.92748 19.0 3.0 3.0  
1590 222.10034 19.0 3.0 3.0  
1591 225.27321 19.0 3.0 3.0  
1592 228.44607 19.0 3.0 3.0  
1593 231.61893 19.0 3.0 3.0  
1594 234.79179 19.0 3.0 3.0  
1595 237.96465 19.0 3.0 3.0  
1596 241.13752 19.0 3.0 3.0  
1597 244.31038 19.0 3.0 3.0  
1598 247.48324 19.0 3.0 3.0  
1599 250.6561 19.0 3.0 3.0  
1600 253.82896 19.0 3.0 3.0  
1601 257.00183 19.0 3.0 3.0  
1602 260.17469 19.0 3.0 3.0  
1603 263.34755 19.0 3.0 3.0  
1604 266.52041 19.0 3.0 3.0  
1605 269.69327 19.0 3.0 3.0  
1606 272.86614 19.0 3.0 3.0  
1607 276.039 19.0 3.0 3.0  
1608 279.21186 19.0 3.0 3.0  
1609 282.38472 19.0 3.0 3.0  
1610 285.55758 19.0 3.0 3.0  
1611 288.73045 19.0 3.0 3.0  
1612 291.90331 19.0 3.0 3.0  
1613 295.07617 19.0 3.0 3.0  
1614 298.24903 19.0 3.0 3.0  
1615 301.42189 19.0 3.0 3.0  
1616 304.59476 19.0 3.0 3.0  
1617 307.76762 19.0 3.0 3.0  
1618 310.94048 19.0 3.0 3.0  
1619 314.11334 19.0 3.0 3.0  
1620 317.2862 19.0 3.0 3.0  
1621 320.45907 19.0 3.0 3.0  
1622 323.63193 19.0 3.0 3.0  
1623 326.80479 19.0 3.0 3.0  
1624 329.97765 19.0 3.0 3.0  
1625 333.15051 19.0 3.0 3.0  
1626 336.32338 19.0 3.0 3.0  
1627 339.49624 19.0 3.0 3.0  
1628 342.6691 19.0 3.0 3.0  
1629 345.84196 19.0 3.0 3.0  
1630 349.01482 19.0 3.0 3.0  
1631 352.18769 19.0 3.0 3.0  
1632 355.36055 19.0 3.0 3.0  
1633 358.53341 19.0 3.0 3.0  
1634 3.2356 22.0 3.0 3.0  
1635 6.47121 22.0 3.0 3.0  
1636 9.70681 22.0 3.0 3.0  
1637 12.94242 22.0 3.0 3.0  
1638 16.17802 22.0 3.0 3.0  
1639 19.41363 22.0 3.0 3.0  
1640 22.64923 22.0 3.0 3.0  
1641 25.88483 22.0 3.0 3.0  
1642 29.12044 22.0 3.0 3.0  
1643 32.35604 22.0 3.0 3.0  
1644 35.59165 22.0 3.0 3.0  
1645 38.82725 22.0 3.0 3.0  
1646 42.06285 22.0 3.0 3.0  
1647 45.29846 22.0 3.0 3.0  
1648 48.53406 22.0 3.0 3.0  
1649 51.76967 22.0 3.0 3.0  
1650 55.00527 22.0 3.0 3.0  
1651 58.24088 22.0 3.0 3.0  
1652 61.47648 22.0 3.0 3.0  
1653 64.71208 22.0 3.0 3.0  
1654 67.94769 22.0 3.0 3.0  
1655 71.18329 22.0 3.0 3.0  
1656 74.4189 22.0 3.0 3.0  
1657 77.6545 22.0 3.0 3.0  
1658 80.89011 22.0 3.0 3.0  
1659 84.12571 22.0 3.0 3.0  
1660 87.36131 22.0 3.0 3.0  
1661 90.59692 22.0 3.0 3.0  
1662 93.83252 22.0 3.0 3.0  
1663 97.06813 22.0 3.0 3.0  
1664 100.30373 22.0 3.0 3.0  
1665 103.53934 22.0 3.0 3.0  
1666 106.77494 22.0 3.0 3.0  
1667 110.01054 22.0 3.0 3.0  
1668 113.24615 22.0 3.0 3.0  
1669 116.48175 22.0 3.0 3.0  
1670 119.71736 22.0 3.0 3.0  
1671 122.95296 22.0 3.0 3.0  
1672 126.18856 22.0 3.0 3.0  
1673 129.42417 22.0 3.0 3.0  
1674 132.65977 22.0 3.0 3.0  
1675 135.89538 22.0 3.0 3.0  
1676 139.13098 22.0 3.0 3.0  
1677 142.36659 22.0 3.0 3.0  
1678 145.60219 22.0 3.0 3.0  
1679 148.83779 22.0 3.0 3.0  
1680 152.0734 22.0 3.0 3.0  
1681 155.309 22.0 3.0 3.0  
1682 158.54461 22.0 3.0 3.0  
1683 161.78021 22.0 3.0 3.0  
1684 165.01582 22.0 3.0 3.0  
1685 168.25142 22.0 3.0 3.0  
1686 171.48702 22.0 3.0 3.0  
1687 174.72263 22.0 3.0 3.0  
1688 177.95823 22.0 3.0 3.0  
1689 181.19384 22.0 3.0 3.0  
1690 184.42944 22.0 3.0 3.0  
1691 187.66505 22.0 3.0 3.0  
1692 190.90065 22.0 3.0 3.0  
1693 194.13625 22.0 3.0 3.0  
1694 197.37186 22.0 3.0 3.0  
1695 200.60746 22.0 3.0 3.0  
1696 203.84307 22.0 3.0 3.0  
1697 207.07867 22.0 3.0 3.0  
1698 210.31427 22.0 3.0 3.0  
1699 213.54988 22.0 3.0 3.0  
1700 216.78548 22.0 3.0 3.0  
1701 220.02109 22.0 3.0 3.0  
1702 223.25669 22.0 3.0 3.0  
1703 226.4923 22.0 3.0 3.0  
1704 229.7279 22.0 3.0 3.0  
1705 232.9635 22.0 3.0 3.0  
1706 236.19911 22.0 3.0 3.0  
1707 239.43471 22.0 3.0 3.0  
1708 242.67032 22.0 3.0 3.0  
1709 245.90592 22.0 3.0 3.0  
1710 249.14153 22.0 3.0 3.0  
1711 252.37713 22.0 3.0 3.0  
1712 255.61273 22.0 3.0 3.0  
1713 258.84834 22.0 3.0 3.0  
1714 262.08394 22.0 3.0 3.0  
1715 265.31955 22.0 3.0 3.0  
1716 268.55515 22.0 3.0 3.0  
1717 271.79076 22.0 3.0 3.0  
1718 275.02636 22.0 3.0 3.0  
1719 278.26196 22.0 3.0 3.0  
1720 281.49757 22.0 3.0 3.0  
1721 284.73317 22.0 3.0 3.0  
1722 287.96878 22.0 3.0 3.0  
1723 291.20438 22.0 3.0 3.0  
1724 294.43998 22.0 3.0 3.0  
1725 297.67559 22.0 3.0 3.0  
1726 300.91119 22.0 3.0 3.0  
1727 304.1468 22.0 3.0 3.0  
1728 307.3824 22.0 3.0 3.0  
1729 310.61801 22.0 3.0 3.0  
1730 313.85361 22.0 3.0 3.0  
1731 317.08921 22.0 3.0 3.0  
1732 320.32482 22.0 3.0 3.0  
1733 323.56042 22.0 3.0 3.0  
1734 326.79603 22.0 3.0 3.0  
1735 330.03163 22.0 3.0 3.0  
1736 333.26724 22.0 3.0 3.0  
1737 336.50284 22.0 3.0 3.0  
1738 339.73844 22.0 3.0 3.0  
1739 342.97405 22.0 3.0 3.0  
1740 346.20965 22.0 3.0 3.0  
1741 349.44526 22.0 3.0 3.0  
1742 352.68086 22.0 3.0 3.0  
1743 355.91647 22.0 3.0 3.0  
1744 359.15207 22.0 3.0 3.0  
1745 3.31013 25.0 3.0 3.0  
1746 6.62027 25.0 3.0 3.0  
1747 9.9304 25.0 3.0 3.0  
1748 13.24054 25.0 3.0 3.0  
1749 16.55067 25.0 3.0 3.0  
1750 19.8608 25.0 3.0 3.0  
1751 23.17094 25.0 3.0 3.0  
1752 26.48107 25.0 3.0 3.0  
1753 29.7912 25.0 3.0 3.0  
1754 33.10134 25.0 3.0 3.0  
1755 36.41147 25.0 3.0 3.0  
1756 39.72161 25.0 3.0 3.0  
1757 43.03174 25.0 3.0 3.0  
1758 46.34187 25.0 3.0 3.0  
1759 49.65201 25.0 3.0 3.0  
1760 52.96214 25.0 3.0 3.0  
1761 56.27227 25.0 3.0 3.0  
1762 59.58241 25.0 3.0 3.0  
1763 62.89254 25.0 3.0 3.0  
1764 66.20268 25.0 3.0 3.0  
1765 69.51281 25.0 3.0 3.0  
1766 72.82294 25.0 3.0 3.0  
1767 76.13308 25.0 3.0 3.0  
1768 79.44321 25.0 3.0 3.0  
1769 82.75334 25.0 3.0 3.0  
1770 86.06348 25.0 3.0 3.0  
1771 89.37361 25.0 3.0 3.0  
1772 92.68375 25.0 3.0 3.0  
1773 95.99388 25.0 3.0 3.0  
1774 99.30401 25.0 3.0 3.0  
1775 102.61415 25.0 3.0 3.0  
1776 105.92428 25.0 3.0 3.0  
1777 109.23441 25.0 3.0 3.0  
1778 112.54455 25.0 3.0 3.0  
1779 115.85468 25.0 3.0 3.0  
1780 119.16482 25.0 3.0 3.0  
1781 122.47495 25.0 3.0 3.0  
1782 125.78508 25.0 3.0 3.0  
1783 129.09522 25.0 3.0 3.0  
1784 132.40535 25.0 3.0 3.0  
1785 135.71548 25.0 3.0 3.0  
1786 139.02562 25.0 3.0 3.0  
1787 142.33575 25.0 3.0 3.0  
1788 145.64589 25.0 3.0 3.0  
1789 148.95602 25.0 3.0 3.0  
1790 152.26615 25.0 3.0 3.0  
1791 155.57629 25.0 3.0 3.0  
1792 158.88642 25.0 3.0 3.0  
1793 162.19655 25.0 3.0 3.0  
1794 165.50669 25.0 3.0 3.0  
1795 168.81682 25.0 3.0 3.0  
1796 172.12696 25.0 3.0 3.0  
1797 175.43709 25.0 3.0 3.0  
1798 178.74722 25.0 3.0 3.0  
1799 182.05736 25.0 3.0 3.0  
1800 185.36749 25.0 3.0 3.0  
1801 188.67762 25.0 3.0 3.0  
1802 191.98776 25.0 3.0 3.0  
1803 195.29789 25.0 3.0 3.0  
1804 198.60803 25.0 3.0 3.0  
1805 201.91816 25.0 3.0 3.0  
1806 205.22829 25.0 3.0 3.0  
1807 208.53843 25.0 3.0 3.0  
1808 211.84856 25.0 3.0 3.0  
1809 215.15869 25.0 3.0 3.0  
1810 218.46883 25.0 3.0 3.0  
1811 221.77896 25.0 3.0 3.0  
1812 225.0891 25.0 3.0 3.0  
1813 228.39923 25.0 3.0 3.0  
1814 231.70936 25.0 3.0 3.0  
1815 235.0195 25.0 3.0 3.0  
1816 238.32963 25.0 3.0 3.0  
1817 241.63976 25.0 3.0 3.0  
1818 244.9499 25.0 3.0 3.0  
1819 248.26003 25.0 3.0 3.0  
1820 251.57017 25.0 3.0 3.0  
1821 254.8803 25.0 3.0 3.0  
1822 258.19043 25.0 3.0 3.0  
1823 261.50057 25.0 3.0 3.0  
1824 264.8107 25.0 3.0 3.0  
1825 268.12083 25.0 3.0 3.0  
1826 271.43097 25.0 3.0 3.0  
1827 274.7411 25.0 3.0 3.0  
1828 278.05124 25.0 3.0 3.0  
1829 281.36137 25.0 3.0 3.0  
1830 284.6715 25.0 3.0 3.0  
1831 287.98164 25.0 3.0 3.0  
1832 291.29177 25.0 3.0 3.0  
1833 294.6019 25.0 3.0 3.0  
1834 297.91204 25.0 3.0 3.0  
1835 301.22217 25.0 3.0 3.0  
1836 304.53231 25.0 3.0 3.0  
1837 307.84244 25.0 3.0 3.0  
1838 311.15257 25.0 3.0 3.0  
1839 314.46271 25.0 3.0 3.0  
1840 317.77284 25.0 3.0 3.0  
1841 321.08297 25.0 3.0 3.0  
1842 324.39311 25.0 3.0 3.0  
1843 327.70324 25.0 3.0 3.0  
1844 331.01338 25.0 3.0 3.0  
1845 334.32351 25.0 3.0 3.0  
1846 337.63364 25.0 3.0 3.0  
1847 340.94378 25.0 3.0 3.0  
1848 344.25391 25.0 3.0 3.0  
1849 347.56404 25.0 3.0 3.0  
1850 350.87418 25.0 3.0 3.0  
1851 354.18431 25.0 3.0 3.0  
1852 357.49445 25.0 3.0 3.0  
1853 3.39771 28.0 3.0 3.0  
1854 6.79542 28.0 3.0 3.0  
1855 10.19313 28.0 3.0 3.0  
1856 13.59084 28.0 3.0 3.0  
1857 16.98855 28.0 3.0 3.0  
1858 20.38626 28.0 3.0 3.0  
1859 23.78397 28.0 3.0 3.0  
1860 27.18168 28.0 3.0 3.0  
1861 30.57939 28.0 3.0 3.0  
1862 33.9771 28.0 3.0 3.0  
1863 37.37481 28.0 3.0 3.0  
1864 40.77252 28.0 3.0 3.0  
1865 44.17023 28.0 3.0 3.0  
1866 47.56794 28.0 3.0 3.0  
1867 50.96565 28.0 3.0 3.0  
1868 54.36336 28.0 3.0 3.0  
1869 57.76107 28.0 3.0 3.0  
1870 61.15878 28.0 3.0 3.0  
1871 64.55649 28.0 3.0 3.0  
1872 67.9542 28.0 3.0 3.0  
1873 71.35191 28.0 3.0 3.0  
1874 74.74962 28.0 3.0 3.0  
1875 78.14733 28.0 3.0 3.0  
1876 81.54504 28.0 3.0 3.0  
1877 84.94275 28.0 3.0 3.0  
1878 88.34046 28.0 3.0 3.0  
1879 91.73817 28.0 3.0 3.0  
1880 95.13588 28.0 3.0 3.0  
1881 98.53359 28.0 3.0 3.0  
1882 101.9313 28.0 3.0 3.0  
1883 105.32901 28.0 3.0 3.0  
1884 108.72672 28.0 3.0 3.0  
1885 112.12444 28.0 3.0 3.0  
1886 115.52215 28.0 3.0 3.0  
1887 118.91986 28.0 3.0 3.0  
1888 122.31757 28.0 3.0 3.0  
1889 125.71528 28.0 3.0 3.0  
1890 129.11299 28.0 3.0 3.0  
1891 132.5107 28.0 3.0 3.0  
1892 135.90841 28.0 3.0 3.0  
1893 139.30612 28.0 3.0 3.0  
1894 142.70383 28.0 3.0 3.0  
1895 146.10154 28.0 3.0 3.0  
1896 149.49925 28.0 3.0 3.0  
1897 152.89696 28.0 3.0 3.0  
1898 156.29467 28.0 3.0 3.0  
1899 159.69238 28.0 3.0 3.0  
1900 163.09009 28.0 3.0 3.0  
1901 166.4878 28.0 3.0 3.0  
1902 169.88551 28.0 3.0 3.0  
1903 173.28322 28.0 3.0 3.0  
1904 176.68093 28.0 3.0 3.0  
1905 180.07864 28.0 3.0 3.0  
1906 183.47635 28.0 3.0 3.0  
1907 186.87406 28.0 3.0 3.0  
1908 190.27177 28.0 3.0 3.0  
1909 193.66948 28.0 3.0 3.0  
1910 197.06719 28.0 3.0 3.0  
1911 200.4649 28.0 3.0 3.0  
1912 203.86261 28.0 3.0 3.0  
1913 207.26032 28.0 3.0 3.0  
1914 210.65803 28.0 3.0 3.0  
1915 214.05574 28.0 3.0 3.0  
1916 217.45345 28.0 3.0 3.0  
1917 220.85116 28.0 3.0 3.0  
1918 224.24887 28.0 3.0 3.0  
1919 227.64658 28.0 3.0 3.0  
1920 231.04429 28.0 3.0 3.0  
1921 234.442 28.0 3.0 3.0  
1922 237.83971 28.0 3.0 3.0  
1923 241.23742 28.0 3.0 3.0  
1924 244.63513 28.0 3.0 3.0  
1925 248.03284 28.0 3.0 3.0  
1926 251.43055 28.0 3.0 3.0  
1927 254.82826 28.0 3.0 3.0  
1928 258.22597 28.0 3.0 3.0  
1929 261.62368 28.0 3.0 3.0  
1930 265.02139 28.0 3.0 3.0  
1931 268.4191 28.0 3.0 3.0  
1932 271.81681 28.0 3.0 3.0  
1933 275.21452 28.0 3.0 3.0  
1934 278.61223 28.0 3.0 3.0  
1935 282.00994 28.0 3.0 3.0  
1936 285.40765 28.0 3.0 3.0  
1937 288.80536 28.0 3.0 3.0  
1938 292.20307 28.0 3.0 3.0  
1939 295.60078 28.0 3.0 3.0  
1940 298.99849 28.0 3.0 3.0  
1941 302.3962 28.0 3.0 3.0  
1942 305.79391 28.0 3.0 3.0  
1943 309.19162 28.0 3.0 3.0  
1944 312.58933 28.0 3.0 3.0  
1945 315.98704 28.0 3.0 3.0  
1946 319.38475 28.0 3.0 3.0  
1947 322.78246 28.0 3.0 3.0  
1948 326.18017 28.0 3.0 3.0  
1949 329.57788 28.0 3.0 3.0  
1950 332.97559 28.0 3.0 3.0  
1951 336.37331 28.0 3.0 3.0  
1952 339.77102 28.0 3.0 3.0  
1953 343.16873 28.0 3.0 3.0  
1954 346.56644 28.0 3.0 3.0  
1955 349.96415 28.0 3.0 3.0  
1956 353.36186 28.0 3.0 3.0  
1957 356.75957 28.0 3.0 3.0  
1958 3.4999 31.0 3.0 3.0  
1959 6.9998 31.0 3.0 3.0  
1960 10.4997 31.0 3.0 3.0  
1961 13.9996 31.0 3.0 3.0  
1962 17.4995 31.0 3.0 3.0  
1963 20.9994 31.0 3.0 3.0  
1964 24.4993 31.0 3.0 3.0  
1965 27.9992 31.0 3.0 3.0  
1966 31.4991 31.0 3.0 3.0  
1967 34.999 31.0 3.0 3.0  
1968 38.4989 31.0 3.0 3.0  
1969 41.9988 31.0 3.0 3.0  
1970 45.4987 31.0 3.0 3.0  
1971 48.9986 31.0 3.0 3.0  
1972 52.4985 31.0 3.0 3.0  
1973 55.9984 31.0 3.0 3.0  
1974 59.4983 31.0 3.0 3.0  
1975 62.9982 31.0 3.0 3.0  
1976 66.4981 31.0 3.0 3.0  
1977 69.998 31.0 3.0 3.0  
1978 73.4979 31.0 3.0 3.0  
1979 76.9978 31.0 3.0 3.0  
1980 80.4977 31.0 3.0 3.0  
1981 83.9976 31.0 3.0 3.0  
1982 87.4975 31.0 3.0 3.0  
1983 90.9974 31.0 3.0 3.0  
1984 94.49731 31.0 3.0 3.0  
1985 97.99721 31.0 3.0 3.0  
1986 101.49711 31.0 3.0 3.0  
1987 104.99701 31.0 3.0 3.0  
1988 108.49691 31.0 3.0 3.0  
1989 111.99681 31.0 3.0 3.0  
1990 115.49671 31.0 3.0 3.0  
1991 118.99661 31.0 3.0 3.0  
1992 122.49651 31.0 3.0 3.0  
1993 125.99641 31.0 3.0 3.0  
1994 129.49631 31.0 3.0 3.0  
1995 132.99621 31.0 3.0 3.0  
1996 136.49611 31.0 3.0 3.0  
1997 139.99601 31.0 3.0 3.0  
1998 143.49591 31.0 3.0 3.0  
1999 146.99581 31.0 3.0 3.0  
2000 150.49571 31.0 3.0 3.0  
2001 153.99561 31.0 3.0 3.0  
2002 157.49551 31.0 3.0 3.0  
2003 160.99541 31.0 3.0 3.0  
